station_id,winter,days,missing_temperature_days,missing_snowfall_days,design_class,design,l_max_kg_per_m,s_max_kg_per_m,mean_ssci,mean_input_snow_kg_per_m,mean_total_shed_kg_per_m,mean_event_count,mean_event_mass_kg_per_m,median_event_mass_kg_per_m,mean_kinetic_energy_proxy_j_per_m,mean_time_above_intervention_h,mean_manual_triggers,mean_residual_mass_kg_per_m,maximum_snow_depth_m,max_abs_mass_balance_error_kg_per_m,slope_total_variation_deg,surface_total_variation,slope_transition_count,surface_transition_count,source_scenario
s47520,2023,182,0,0,uniform_knee,uniform_knee,278.4,278.3999999999999,0.0473088147891396,3571.1999999999985,2973.312,41.0,72.51980487804877,39.167999999999964,7662.280291874265,0.0,0.0,0.0,0.29,1.3642420526593924e-12,0.0,0.0,0,0,s47520_winter_2023_2024
s47520,2023,182,0,0,joint_knee,joint_knee,1729.692666666666,81.59999999999997,0.047681537700770736,3571.1999999999985,865.1199999999999,41.0,21.100487804878043,11.423999999999996,22186.020082954434,2544.0,1.0,1240.415999999999,19.364794789186895,2.2737367544323206e-13,66.75959684444908,0.2762008328976347,23,23,s47520_winter_2023_2024
s47575,2021,181,0,0,uniform_knee,uniform_knee,499.20000000000005,499.20000000000016,0.03423966152669625,5760.000000000002,5348.352000000001,59.0,90.6500338983051,58.36800000000001,11794.106139477148,0.0,0.0,0.0,0.52,9.094947017729282e-13,0.0,0.0,0,0,s47575_winter_2021_2022
s47575,2021,181,0,0,joint_knee,joint_knee,3701.632666666669,145.6,0.03416328003280085,5760.000000000002,1559.9359999999997,60.0,25.998933333333333,17.016,38624.367957025584,3024.0,1.0,3080.8566666666666,36.68468256506415,1.8189894035458565e-12,66.75959684444908,0.2762008328976347,23,23,s47575_winter_2021_2022
s47575,2022,181,0,0,uniform_knee,uniform_knee,278.4,278.3999999999999,0.029069176352195854,5347.200000000003,4964.352000000001,53.0,93.66701886792454,76.80000000000003,11413.494143013604,0.0,0.0,0.0,0.29,1.8189894035458565e-12,0.0,0.0,0,0,s47575_winter_2022_2023
s47575,2022,181,0,0,joint_knee,joint_knee,3372.621333333334,81.19999999999997,0.028222193418644147,5347.200000000003,1447.072,54.0,26.79762962962963,22.4,36251.999207535315,3264.0,1.0,2703.9240000000013,33.95223485942954,1.3642420526593924e-12,66.75959684444908,0.2762008328976347,23,23,s47575_winter_2022_2023
s47575,2023,182,0,0,uniform_knee,uniform_knee,278.4,278.3999999999999,0.035559625523788274,4416.0,3882.2400000000002,44.0,88.23272727272727,79.872,9292.519992216536,0.0,0.0,0.0,0.29,4.547473508864641e-13,0.0,0.0,0,0,s47575_winter_2023_2024
s47575,2023,182,0,0,joint_knee,joint_knee,2376.698666666666,81.19999999999997,0.03560270804159667,4416.0,1131.8079999999998,43.0,26.321116279069763,24.191999999999993,28525.029396281905,3168.0,1.0,1937.818,23.177439342429064,4.547473508864641e-13,66.75959684444908,0.2762008328976347,23,23,s47575_winter_2023_2024
s47612,2021,181,0,0,uniform_knee,uniform_knee,384.0,384.0,0.05226237907832778,4329.6,3500.1600000000003,33.0,106.06545454545454,82.94399999999997,9102.844662749516,0.0,0.0,0.0,0.4,4.547473508864641e-13,0.0,0.0,0,0,s47612_winter_2021_2022
s47612,2021,181,0,0,joint_knee,joint_knee,2319.593333333333,112.0,0.05260409421546744,4329.6,1018.704,33.0,30.869818181818175,24.191999999999993,26173.8340194001,2472.0,1.0,1608.1439999999986,28.52044426082703,2.2737367544323206e-12,66.75959684444908,0.2762008328976347,23,23,s47612_winter_2021_2022
s47612,2022,181,0,0,uniform_knee,uniform_knee,451.19999999999993,448.8960000000001,0.10580541829676753,2716.8,2059.392,19.0,108.38905263157893,85.24799999999995,5329.54023433272,0.0,0.0,0.0,0.47,4.547473508864641e-13,0.0,0.0,0,0,s47612_winter_2022_2023
s47612,2022,181,0,0,joint_knee,joint_knee,1349.7653333333335,130.92799999999997,0.10581315106742094,2716.8,600.656,19.0,31.61347368421053,24.863999999999994,15428.09458466812,1752.0,1.0,565.4786666666661,17.274812543577436,1.0231815394945443e-12,66.75959684444908,0.2762008328976347,23,23,s47612_winter_2022_2023
s47612,2023,182,0,0,uniform_knee,uniform_knee,364.79999999999995,357.8879999999999,0.09481558040251574,2764.799999999999,1933.8239999999996,18.0,107.43466666666664,93.69600000000003,4580.459700674222,0.0,0.0,0.0,0.37999999999999995,9.094947017729282e-13,0.0,0.0,0,0,s47612_winter_2023_2024
s47612,2023,182,0,0,joint_knee,joint_knee,1037.266,104.38400000000001,0.09548012128271095,2764.799999999999,562.9119999999999,18.0,31.272888888888886,27.328,14170.642558969865,1752.0,1.0,454.22133333333295,11.651856349049082,1.1368683772161603e-13,66.75959684444908,0.2762008328976347,23,23,s47612_winter_2023_2024
