generation,l_max_kg_per_m,s_max_kg_per_m,constraint,x_00,x_01,x_02,x_03,x_04,x_05,x_06,x_07,source,design,mean_ssci,mean_input_snow_kg_per_m,mean_total_shed_kg_per_m,mean_event_count,mean_event_mass_kg_per_m,median_event_mass_kg_per_m,mean_kinetic_energy_proxy_j_per_m,mean_time_above_intervention_h,mean_manual_triggers,mean_residual_mass_kg_per_m,maximum_snow_depth_m,max_abs_mass_balance_error_kg_per_m,slope_total_variation_deg,surface_total_variation,slope_transition_count,surface_transition_count
42,39.99950000321371,39.99950000321371,-12.0,0.1623428230099107,0.2476452762176953,0.1009740558913921,0.2029835483611901,2.893466347809888,19.872408253370896,25.307115630645217,65.2443693173714,surface_seed_1701_pareto,surface_knee,0.0069400137627989855,3689.756662439008,3658.518014621894,179.33333333333334,19.37208650842426,19.04750466242089,87053.37940719925,0.0,0.0,3.2619446677599844,0.23999999488810939,2.5777158185746885e-12,0.0,0.3084751276862679,0,23
42,39.99950000321371,39.99950000321371,-12.0,0.1837483155338944,0.2458167032055657,0.10902732604308,0.1701486570168247,0.7923078401478172,1.3192783765062384,59.12793527057048,75.66556248586517,surface_seed_1701_pareto,surface_knee,0.007006513749720414,3689.756662439008,3658.6780537144646,175.66666666666666,19.75820781050921,19.492184534918056,87082.23760457897,0.0,0.0,5.668242214698702,0.24185793740475361,4.310329870804708e-12,0.0,0.23855479691304668,0,23
43,39.99950000321371,39.99950000321371,-12.0,0.1840642866806217,0.1904576332435504,0.1225866877442518,0.2044966358644109,0.7923078401478172,1.3192783765062384,59.12793527057048,71.41365953178493,surface_seed_1701_pareto,surface_knee,0.007098084641291365,3689.756662439008,3659.9282433909398,173.0,20.1421206210392,20.20367278859553,88457.7812835204,0.0,0.0,2.07343349399039,0.2610460027436075,2.5917046286849654e-12,0.0,0.14916053247585112,0,23
43,39.99950000321371,39.99950000321371,-12.0,0.1840642866806217,0.2463158114560927,0.1009740558913921,0.2187990371910609,0.7923078401478172,19.872408253370896,59.95290603253682,70.02224166718108,surface_seed_1701_pareto,surface_knee,0.007084334076775767,3689.756662439008,3658.3218138902616,173.66666666666666,20.025541127015675,19.816454070397814,85819.48982390924,0.0,0.0,5.188519590983425,0.27148367081203095,3.1867841698840493e-12,0.0,0.3019534959776106,0,23
44,39.99950000321371,39.99950000321371,-12.0,0.1824942377910615,0.2620713546966348,0.1410018597042079,0.2187990371910609,0.7923078401478172,1.3192783765062384,56.17976068997,71.41365953178493,surface_seed_1701_pareto,surface_knee,0.0071129240184278275,3689.756662439008,3658.2779960609605,172.0,20.213131313090425,20.403401199561753,82442.64640482004,0.0,0.0,5.251692272617263,0.28080238210238867,2.5917046286849654e-12,0.0,0.25738822503834413,0,23
45,39.99950000321371,39.99950000321371,-12.0,0.2169206186944682,0.2458871739045459,0.1009740558913921,0.1238851376643029,3.2007504246444105,19.872408253370896,22.022410868745645,65.2443693173714,surface_seed_1701_pareto,surface_knee,0.007184767156756494,3689.756662439008,3658.6472415244084,169.0,20.568191732777468,20.292426497593144,88025.61267207394,0.0,0.0,5.234178194873147,0.04166614583668095,3.076650045841234e-12,0.0,0.18776855725997044,0,23
45,39.99950000321371,39.99950000321371,-12.0,0.1824942377910615,0.2620713546966348,0.1410018597042079,0.2187990371910609,0.0546999367139882,1.3192783765062384,56.17976068997,71.41365953178493,surface_seed_1701_pareto,surface_knee,0.00710194044285642,3689.756662439008,3658.3057119759565,172.33333333333334,20.175927050347983,20.225590681011592,82442.79520409073,0.0,0.0,4.02396870779626,0.28080238210238867,3.4434677331773855e-12,0.0,0.25738822503834413,0,23
45,39.99950000321371,39.99950000321371,-12.0,0.1840128190769957,0.2648007124168349,0.0946927603221696,0.2115638570755723,0.8786047964983466,13.7044484422524,27.658330202184946,59.873332445676525,surface_seed_1701_pareto,surface_knee,0.007061419989741323,3689.756662439008,3652.0710271711323,175.0,19.818527931005068,19.84909854436057,85173.95437506466,0.0,0.0,8.778402665112425,0.22590118135640677,3.213429522475053e-12,0.0,0.3389248779466599,0,23
45,39.99950000321371,39.99950000321371,-12.0,0.2265024739495443,0.2475748055187152,0.10902732604308,0.2528997041809082,2.970536198312612,1.3192783765062384,59.12793527057048,71.41365953178493,surface_seed_1701_pareto,surface_knee,0.0075986235041644425,3689.756662439008,3658.6494125948407,158.66666666666666,21.88018139538026,22.001106904603564,82599.55208163348,0.0,0.0,5.176712945219631,0.3250928378521414,3.5225156125306967e-12,0.0,0.28777982895533194,0,23
46,39.99950000321371,39.99950000321371,-12.0,0.2169206186944682,0.2485262530418276,0.1009740558913921,0.1238851376643029,3.2007504246444105,31.67048662313812,22.022410868745645,35.81261451626975,surface_seed_1701_pareto,surface_knee,0.007599047125697704,3689.756662439008,3658.1069186690097,157.66666666666666,22.036963520170108,22.097483868299197,87850.88470551034,0.0,0.0,4.602316906056761,0.13896165110700834,3.6495251265478146e-12,0.0,0.19258774524978917,0,23
46,39.99950000321371,39.99950000321371,-12.0,0.2296583369609741,0.2648007124168349,0.0946927603221696,0.2115638570755723,0.8786047964983466,34.03245590170477,59.623459722277794,59.873332445676525,surface_seed_1701_pareto,surface_knee,0.008149141044251464,3689.756662439008,3654.0929181775623,146.33333333333334,23.77065523225004,23.559040703702674,83624.89174249877,0.0,0.0,4.608697201808437,0.21823727915686217,3.495870259939693e-12,0.0,0.3012177109990256,0,23
46,39.99950000321371,39.99950000321371,-12.0,0.1840642866806217,0.1904576332435504,0.1109859254546044,0.2044966358644109,0.7923078401478172,1.3192783765062384,59.12793527057048,71.41365953178493,surface_seed_1701_pareto,surface_knee,0.0070842031929943565,3689.756662439008,3657.7735000957996,173.33333333333334,20.075805411551155,20.11188858515302,89127.15051037172,0.0,0.0,4.474927680388767,0.25886793083599113,2.9913849175500218e-12,0.0,0.17135329511691572,0,23
27,39.99950000321371,39.99950000321371,-12.0,0.1531423138965006,0.3710553068212299,0.2273817727894403,0.1672989063090204,11.73181909110098,0.618782308709882,13.642532125249378,50.80451641377644,surface_seed_4517_pareto,surface_knee,0.0070241204339190726,3689.756662439008,3656.904925563038,188.33333333333334,18.442474998297882,17.591917367014112,73204.09365149155,0.0,0.0,6.5894142764322465,0.16275293201767296,3.941735826629156e-12,0.0,0.4091760426515657,0,23
27,39.99950000321371,39.99950000321371,-12.0,0.1746113513994138,0.3158434811317082,0.2055125033865648,0.2002519928554689,11.86172928202654,0.4321298993173528,26.14466072174509,59.40289100785613,surface_seed_4517_pareto,surface_knee,0.007134867953154964,3689.756662439008,3655.7376674730053,179.66666666666666,19.326822698008442,18.535498608808222,76024.29345636857,0.0,0.0,5.019521951486093,0.21172052799358573,3.531397396727698e-12,0.0,0.24722961994373854,0,23
28,39.99950000321371,39.99950000321371,-12.0,0.1531423138965006,0.3764960268663911,0.2113751597823703,0.1502073571853354,11.73181909110098,0.6134516670709167,12.848916210297045,48.22964873904153,surface_seed_4517_pareto,surface_knee,0.0069883465701577946,3689.756662439008,3659.15666405249,192.33333333333334,18.10265238302387,17.309042698630694,74502.6615247705,0.0,0.0,4.105649555133486,0.14620147259573843,3.3368863228133705e-12,0.0,0.43528404638277046,0,23
29,39.99950000321371,39.99950000321371,-12.0,0.1531423138965006,0.3766755146625453,0.1923462588920598,0.1502073571853354,11.73181909110098,0.6134516670709167,12.848916210297045,48.22964873904153,surface_seed_4517_pareto,surface_knee,0.006992849616725254,3689.756662439008,3658.9398194787923,192.0,18.127167111084805,17.30958076372195,75660.58700606813,0.0,0.0,4.12392710901221,0.14802638111275032,3.2223113066720543e-12,0.0,0.4339727273066906,0,23
30,39.99950000321371,39.99950000321371,-12.0,0.1531423138965006,0.3708805668258915,0.2273817727894403,0.1672989063090204,11.73181909110098,0.618782308709882,13.62944400661917,52.58631026010229,surface_seed_4517_pareto,surface_knee,0.00704273751798528,3689.756662439008,3657.929066230663,186.33333333333334,18.639823251255184,17.743438158610825,73233.72207488924,0.0,0.0,5.29778165530395,0.1687255205194406,4.0110137433657655e-12,0.0,0.40884175744309226,0,23
30,39.99950000321371,39.99950000321371,-12.0,0.1531423138965006,0.3762782058725802,0.2273817727894403,0.1672989063090204,10.601217405886835,0.618782308709882,13.642532125249378,50.80451641377644,surface_seed_4517_pareto,surface_knee,0.007033456287085888,3689.756662439008,3656.752830595216,188.0,18.50320931378476,18.021279069122667,72874.63223636535,0.0,0.0,3.9344563615952075,0.16021579827273977,3.89999144090325e-12,0.0,0.4191676756193664,0,23
32,39.99950000321371,39.99950000321371,-12.0,0.1531423138965006,0.3686892244499753,0.2273817727894403,0.1138750149907764,11.73181909110098,0.618782308709882,13.642532125249378,50.80451641377644,surface_seed_4517_pareto,surface_knee,0.006964636426969771,3689.756662439008,3659.751606368769,194.33333333333334,17.921772510705722,16.994367815485038,75274.50888102614,0.0,0.0,4.16304990030187,0.1341981062714648,3.0822011609643596e-12,0.0,0.45807351552045317,0,23
33,39.99950000321371,39.99950000321371,-12.0,0.1746113513994138,0.3689176514714203,0.2055125033865648,0.2002519928554689,11.995013020347436,0.8499769705509248,13.537118232640038,59.40289100785613,surface_seed_4517_pareto,surface_knee,0.007271891699284354,3689.756662439008,3660.3600167174723,174.33333333333334,19.916311146237074,18.530745626031628,72844.48603277969,0.0,0.0,2.743275196528772,0.22005641905633944,3.1853408799520366e-12,0.0,0.3487628153762313,0,23
33,39.99950000321371,39.99950000321371,-12.0,0.1531423138965006,0.3708805668258915,0.2273817727894403,0.1672989063090204,11.73181909110098,0.618782308709882,13.62944400661917,50.80517431766191,surface_seed_4517_pareto,surface_knee,0.007021648365173237,3689.756662439008,3658.0059874894455,188.33333333333334,18.448552973396335,17.591917367014112,73235.61624776693,0.0,0.0,5.296568000197766,0.16275293201767296,3.941735826629156e-12,0.0,0.40884175744309226,0,23
34,39.99950000321371,39.99950000321371,-12.0,0.1545437753430512,0.3693512963405087,0.20797998241611,0.1502073571853354,11.73181909110098,0.6134516670709167,12.848916210297045,50.68391349418095,surface_seed_4517_pareto,surface_knee,0.006967861051872749,3689.756662439008,3659.614217004588,192.0,18.110157952344185,17.220231170250145,75108.22563978769,0.0,0.0,3.739058119642696,0.14998218217311907,4.4781955921280314e-12,0.0,0.4199191719852915,0,23
35,39.99950000321371,39.99950000321371,-12.0,0.1531423138965006,0.3693527512694717,0.2273817727894403,0.1679377298593923,11.73181909110098,0.618782308709882,13.62944400661917,52.58631026010229,surface_seed_4517_pareto,surface_knee,0.00704766722692669,3689.756662439008,3656.59240342516,186.0,18.641302514746634,17.689015173291192,73281.55115570333,0.0,0.0,6.842658124003563,0.1687255205194406,3.637978807091713e-12,0.0,0.40528015630652614,0,23
35,39.99950000321371,39.99950000321371,-12.0,0.1545437753430512,0.3708791118969284,0.20797998241611,0.1495685336349635,11.73181909110098,0.6134516670709167,12.848916210297045,46.31709511911517,surface_seed_4517_pareto,surface_knee,0.006956606519968604,3689.756662439008,3659.843140178262,195.33333333333334,17.823601106630758,16.58393888538723,75038.57185029803,0.0,0.0,3.6312181985144196,0.14045143012933034,3.6006753134643077e-12,0.0,0.42348077312185795,0,23
36,39.99950000321371,39.99950000321371,-12.0,0.154455671165421,0.3677234358927063,0.20797998241611,0.1452718714463632,3.181856417862077,0.2554306156138256,13.636456109432226,50.49609692005678,surface_seed_4517_pareto,surface_knee,0.0067747012494040046,3689.756662439008,3658.9929191349147,191.66666666666666,18.172624848178078,17.80554606424072,75376.43500393546,0.0,0.0,2.996972227805918,0.1466246253296488,3.447908625275886e-12,0.0,0.4218285940887069,0,23
36,39.99950000321371,39.99950000321371,-12.0,0.1748685546159592,0.3691401980920078,0.2273817727894403,0.1672989063090204,10.601217405886835,0.8531599490378877,13.642532125249378,50.71835269068727,surface_seed_4517_pareto,surface_knee,0.007098750848824278,3689.756662439008,3657.1330008983,184.33333333333334,18.80936401118463,17.97197639327487,72575.50428482589,0.0,0.0,4.318439152802356,0.1578203713289887,3.3502089991088724e-12,0.0,0.3837861156675084,0,23
36,39.99950000321371,39.99950000321371,-12.0,0.1528851106799552,0.3760556592519927,0.2055125033865648,0.2002519928554689,11.995013020347436,0.6155993302229202,13.537118232640038,59.4890547309453,surface_seed_4517_pareto,surface_knee,0.007261379483289543,3689.756662439008,3656.6782893951263,176.0,19.758543865636877,18.641192047895043,73102.61402945843,0.0,0.0,6.551661469589516,0.22068354354204064,4.6913584128560615e-12,0.0,0.3841443753280893,0,23
36,39.99950000321371,39.99950000321371,-12.0,0.1866250876782259,0.3710553068212299,0.2273817727894403,0.1691408921452724,11.73181909110098,0.618782308709882,13.642532125249378,51.89902900164466,surface_seed_4517_pareto,surface_knee,0.007054454124400581,3689.756662439008,3654.5635022048978,187.66666666666666,18.48355581403325,17.485200223337255,71922.28953249134,0.0,0.0,7.134250438434026,0.16220568604050756,2.8634872251132037e-12,0.0,0.3738512830335885,0,23
36,39.99950000321371,39.99950000321371,-12.0,0.1487642533082341,0.3693527512694717,0.2273817727894403,0.1679377298593923,11.73181909110098,0.618782308709882,13.634501455495124,57.22693616262527,surface_seed_4517_pareto,surface_knee,0.007099999361000541,3689.756662439008,3658.111668276568,184.0,18.90441140700724,18.003578275144232,73472.76744280521,0.0,0.0,3.511959027003796,0.1788019597234756,3.5775826745521044e-12,0.0,0.40965821689479265,0,23
37,39.99950000321371,39.99950000321371,-12.0,0.1531423138965006,0.3708805668258915,0.2273817727894403,0.1679449362219536,11.73181909110098,0.618782308709882,13.62944400661917,52.628467620181375,surface_seed_4517_pareto,surface_knee,0.0070369263218725995,3689.756662439008,3657.929066230663,186.66666666666666,18.611309402707494,17.707244982991163,73211.08828317536,0.0,0.0,5.297844663875158,0.16868536884822144,4.0820680169417756e-12,0.0,0.4081957275301591,0,23
37,39.99950000321371,39.99950000321371,-12.0,0.1487642533082341,0.3693527512694717,0.2273817727894403,0.167291699946459,11.73181909110098,0.618782308709882,13.634501455495124,57.18477880254618,surface_seed_4517_pareto,surface_knee,0.007100011622666669,3689.756662439008,3658.1116682765683,184.0,18.90441140700724,18.003578275144232,73495.34105690102,0.0,0.0,3.511959027003796,0.1788019597234756,3.5775826745521044e-12,0.0,0.4103042468077258,0,23
38,39.99950000321371,39.99950000321371,-12.0,0.1531423138965006,0.3689310352817015,0.2273817727894403,0.1679377298593923,11.993097040124065,0.618782308709882,13.62944400661917,52.58631026010229,surface_seed_4517_pareto,surface_knee,0.007036149535008499,3689.756662439008,3660.246902430578,187.66666666666666,18.51873278190594,17.425911656550774,73386.86041745984,0.0,0.0,3.6839364311266976,0.16868536884822144,4.140687792641984e-12,0.0,0.404473395286444,0,23
38,39.99950000321371,39.99950000321371,-12.0,0.1746113513994138,0.3693393674591905,0.2055125033865648,0.2244612226231611,11.733735071324354,0.8499769705509248,13.537118232640038,59.40289100785613,surface_seed_4517_pareto,surface_knee,0.007438178762986703,3689.756662439008,3646.4833704648267,170.0,20.34967737096431,19.437657445444003,71703.89771878469,0.0,0.0,11.838775461327037,0.24450548800505426,4.193978497823991e-12,0.0,0.3599623556693624,0,23
38,39.99950000321371,39.99950000321371,-12.0,0.1534694394431237,0.3708805668258915,0.2273817727894403,0.1691871229219375,11.73181909110098,0.618782308709882,13.662778778052331,52.628467620181375,surface_seed_4517_pareto,surface_knee,0.007030841540154861,3689.756662439008,3657.794877007018,187.0,18.582789153068262,17.69719633055774,73155.05392108287,0.0,0.0,5.623818237347464,0.16868536884822144,4.0820680169417756e-12,0.0,0.4066264152835519,0,23
38,39.99950000321371,39.99950000321371,-12.0,0.1531423138965006,0.3693527512694717,0.2273817727894403,0.1760504152073922,11.73181909110098,0.618782308709882,13.62944400661917,52.58631026010229,surface_seed_4517_pareto,surface_knee,0.007034240947716428,3689.756662439008,3656.59240342516,186.33333333333334,18.612538856614716,17.6927191411542,72994.47888840287,0.0,0.0,6.846700603438234,0.17171231636570614,3.998579245489964e-12,0.0,0.3971674709585262,0,23
39,39.99950000321371,39.99950000321371,-12.0,0.1531423138965006,0.3689310352817015,0.2273817727894403,0.1679377298593923,11.993097040124065,0.618782308709882,13.62944400661917,52.27997664284133,surface_seed_4517_pareto,surface_knee,0.007036253269293705,3689.756662439008,3660.246902430578,187.66666666666666,18.51873278190594,17.425911656550774,73386.63240730784,0.0,0.0,3.6839364311266976,0.16868536884822144,4.140687792641984e-12,0.0,0.404473395286444,0,23
39,39.99950000321371,39.99950000321371,-12.0,0.1534694394431237,0.3708805668258915,0.2273817727894403,0.1691871229219375,11.73181909110098,0.618782308709882,13.662778778052331,49.09755249764476,surface_seed_4517_pareto,surface_knee,0.007004375853259404,3689.756662439008,3659.7879716321672,190.0,18.294817810946707,17.429361263453444,73200.9007978635,0.0,0.0,3.7155891235730603,0.15777473109462595,3.220090860622804e-12,0.0,0.4066264152835519,0,23
39,39.99950000321371,39.99950000321371,-12.0,0.1531423138965006,0.3686740362132958,0.2273817727894403,0.1679377298593923,9.065402689191083,0.5320960483684001,13.629470659065763,56.93380306256341,surface_seed_4517_pareto,surface_knee,0.006988007356521732,3689.756662439008,3653.2852436351736,186.0,18.721325297641112,18.77761013584913,73262.82143265184,0.0,0.0,6.824710453272506,0.1791446817031814,3.1015190415928373e-12,0.0,0.4039817448947114,0,23
40,39.99950000321371,39.99950000321371,-12.0,0.1521596155025666,0.3686927925727511,0.2055125033865648,0.1685908530872455,9.339672907904632,0.8499769705509248,13.538809423081547,59.50962032083203,surface_seed_4517_pareto,surface_knee,0.0070682048416267065,3689.756662439008,3656.8819708604974,182.33333333333334,19.04442895348525,18.922384393705546,74683.72929420181,0.0,0.0,5.319185048342715,0.19058527720597182,4.243716489327198e-12,0.0,0.40244552619167395,0,23
40,39.99950000321371,39.99950000321371,-12.0,0.1755940497933478,0.3693206110997352,0.2273817727894403,0.2238080993954372,11.459464852610807,0.5320960483684001,13.627779468624253,56.82707374958751,surface_seed_4517_pareto,surface_knee,0.007271448195094375,3689.756662439008,3654.857095529194,173.0,20.017568338566374,19.043150120774502,70513.08490910068,0.0,0.0,5.669274649251619,0.22304924699539674,3.700151296470722e-12,0.0,0.3268965653315291,0,23
40,39.99950000321371,39.99950000321371,-12.0,0.1581521104977513,0.3689310352817015,0.2296068694172983,0.1679377298593923,5.71242845994292,0.482562045547672,13.63479469904436,52.27997664284133,surface_seed_4517_pareto,surface_knee,0.006857265409508639,3689.756662439008,3656.648118857002,188.0,18.485337533139756,18.486156515976926,73002.96680188953,0.0,0.0,4.898622844886774,0.17252610547735248,3.714362151185924e-12,0.0,0.3996570853484852,0,23
41,39.99950000321371,39.99950000321371,-12.0,0.1746113513994138,0.3693393674591905,0.2055125033865648,0.2738956880697296,11.733735071324354,0.8499769705509248,13.537118232640038,59.40289100785613,surface_seed_4517_pareto,surface_knee,0.007937284448757178,3689.756662439008,3642.9375026399734,155.66666666666666,22.17424869608116,21.94776191825993,69905.33229030362,0.0,0.0,11.855438397435089,0.3048202344284605,3.40349970429088e-12,0.0,0.40079952277739705,0,23
41,39.99950000321371,39.99950000321371,-12.0,0.1531375440191082,0.3677496407144969,0.209220697990642,0.1452718714463632,11.653751048938656,0.2554306156138256,13.636456109432226,52.71015432909024,surface_seed_4517_pareto,surface_knee,0.006967378984592959,3689.756662439008,3655.6627460339173,192.66666666666666,18.067866159193724,17.114590561515477,75269.46560689843,0.0,0.0,5.114972226110752,0.15540607701811884,3.3217872896784684e-12,0.0,0.42330474050927414,0,23
41,39.99950000321371,39.99950000321371,-12.0,0.1544604410428134,0.3693265464476811,0.2261410572149084,0.1343429793783769,3.2599423194031205,4.135392050234644,13.62944400661917,50.37225285106883,surface_seed_4517_pareto,surface_knee,0.006913985534667745,3689.756662439008,3661.3049768792857,180.0,19.337873748764224,18.98752519793361,74581.39492684406,0.0,0.0,3.1268528586568496,0.04166614583668095,3.078426402680634e-12,0.0,0.4373987603669742,0,23
41,39.99950000321371,39.99950000321371,-12.0,0.1581521104977513,0.3686560349187095,0.2327075416761471,0.1679377298593923,5.71242845994292,19.7186191755721,13.629868923270248,52.27997664284133,surface_seed_4517_pareto,surface_knee,0.008924724940904027,3689.756662439008,3659.769120040711,137.0,25.638043833538656,25.13218060256514,72872.05299900017,0.0,0.0,1.461071580767274,0.19551918362781706,4.066524894597023e-12,0.0,0.39940062137222665,0,23
42,39.99950000321371,39.99950000321371,-12.0,0.1545192816479177,0.3689176514714203,0.2055125033865648,0.1856298783964067,11.995013020347436,0.6409802363762136,13.625521925277107,59.40289100785613,surface_seed_4517_pareto,surface_knee,0.007194564628238049,3689.756662439008,3656.8768634917683,178.33333333333334,19.465380148322946,18.46569913766537,73994.53047254852,0.0,0.0,4.932189880497789,0.20666122495342806,3.4940939031002927e-12,0.0,0.3834769995867897,0,23
42,39.99950000321371,39.99950000321371,-12.0,0.1732343836479966,0.3689310352817015,0.2273817727894403,0.1679377298593923,11.993097040124065,0.8277790428845937,13.5410403139821,52.58631026010229,surface_seed_4517_pareto,surface_knee,0.007145488291621871,3689.756662439008,3659.5755342602915,183.66666666666666,18.942507125123612,17.650978259709817,72657.7169888782,0.0,0.0,3.6148178420575525,0.168203136880511,3.1049607329691753e-12,0.0,0.38438132553494797,0,23
42,39.99950000321371,39.99950000321371,-12.0,0.1581521104977513,0.3686560349187095,0.2327075416761471,0.1679377298593923,5.774081909549955,0.9208340519596004,13.629868923270248,52.18203239380465,surface_seed_4517_pareto,surface_knee,0.006905873227727989,3689.756662439008,3657.7834732474207,186.33333333333334,18.63339461045149,18.85261476263646,72844.81695784607,0.0,0.0,3.850049698092445,0.1650832175336274,2.751576744230988e-12,0.0,0.39940062137222665,0,23
42,39.99950000321371,39.99950000321371,-12.0,0.1874425561446617,0.3677496407144969,0.209220697990642,0.1452718714463632,9.87337804085373,0.2554306156138256,13.636456109432226,52.829933483933054,surface_seed_4517_pareto,surface_knee,0.006918857718731762,3689.756662439008,3657.514376790669,193.33333333333334,18.008996104411086,17.187465173513775,74115.68495840779,0.0,0.0,3.066286879861717,0.1636452056781761,4.333422509716911e-12,0.0,0.38899972838372066,0,23
42,39.99950000321371,39.99950000321371,-12.0,0.1748234230470191,0.3855172522998353,0.2055125033865648,0.233687746955677,11.733735071324354,0.8499769705509248,13.537118232640038,59.40289100785613,surface_seed_4517_pareto,surface_knee,0.007578397842122497,3689.756662439008,3651.3193349178505,165.66666666666666,20.89671161734049,20.356483275906253,70469.52486955335,0.0,0.0,7.942070043031719,0.2521459111968005,3.4994229736184934e-12,0.0,0.3983211925133298,0,23
43,39.99950000321371,39.99950000321371,-12.0,0.1545136656780421,0.3688917036728256,0.230404004992848,0.1364261110104164,11.995013020347436,0.2446755647508937,13.625521925277107,59.40289100785613,surface_seed_4517_pareto,surface_knee,0.00700041478530103,3689.756662439008,3658.1076042926084,188.33333333333334,18.447761641790567,17.67134324822051,74206.55267740483,0.0,0.0,5.35874041959451,0.17171231636570614,2.8421709430404007e-12,0.0,0.4348012220763251,0,23
