candidate_id,design_class,nominal_knee,nominal_l_max_kg_per_m,nominal_s_max_kg_per_m,mean_l_max_kg_per_m,quantile_l_max_kg_per_m,mean_s_max_kg_per_m,quantile_s_max_kg_per_m,mean_ssci,quantile_ssci,mean_maximum_snow_depth_m,quantile_maximum_snow_depth_m,mean_manual_triggers,probability_manual_intervention,robust_selection_score,robust_selected,robust_nondominated,minimum_score_tie
uniform_02,uniform,False,39.99950000321371,39.99950000321371,39.40999500397943,51.893126877381135,39.40976230964587,51.89312687738114,0.0064861993642466,0.0066024254416874,0.0427104275697295,0.0639822767950245,0.0,0.0,0.0190319573725336,False,True,True
uniform_03,uniform,False,6416.968067419715,0.0,6318.535478607802,8324.495847931476,0.0,0.0,0.0,0.0,5.128611785549493,7.219103737011705,1.02,1.0,2.0,False,True,False
uniform_04,uniform,False,6416.968067419715,0.0,6318.535478607802,8324.495847931476,0.0,0.0,0.0,0.0,5.128611785549493,7.219103737011705,1.02,1.0,2.0,False,True,False
uniform_05,uniform,False,6416.968067419715,0.0,6318.535478607802,8324.495847931476,0.0,0.0,0.0,0.0,5.128611785549493,7.219103737011705,1.02,1.0,2.0,False,True,False
uniform_06,uniform,False,6416.968067419715,0.0,6318.535478607802,8324.495847931476,0.0,0.0,0.0,0.0,5.128611785549493,7.219103737011705,1.02,1.0,2.0,False,True,False
uniform_07,uniform,False,6416.968067419715,0.0,6318.535478607802,8324.495847931476,0.0,0.0,0.0,0.0,5.128611785549493,7.219103737011705,1.02,1.0,2.0,False,True,False
uniform_08,uniform,False,6416.968067419715,0.0,6318.535478607802,8324.495847931476,0.0,0.0,0.0,0.0,5.128611785549493,7.219103737011705,1.02,1.0,2.0,False,True,False
uniform_09,uniform,False,6416.968067419715,0.0,6188.694804221524,8324.495847931476,110.08909097322204,382.0871866587878,0.0100866647525008,0.0348584323845158,5.025953243772312,7.219103737011705,0.984,0.992,2.1321316029050266,False,False,False
uniform_10,uniform,False,6416.968067419715,0.0,6263.708924120596,8324.495847931476,143.95152187893902,0.0,0.0097136418673187,0.0,5.08836326222993,7.219103737011705,1.0293333333333332,1.0,2.0,False,True,False
uniform_11,uniform,False,6416.968067419715,0.0,6318.535478607802,8324.495847931476,0.0,0.0,0.0,0.0,5.128611785549493,7.219103737011705,1.02,1.0,2.0,False,True,False
