station_id,date,mean_temperature_c_raw,precipitation_mm_raw,snowfall_depth_cm_raw,ground_snow_depth_cm_raw,mean_temperature_c,precipitation_mm,snowfall_depth_cm,ground_snow_depth_cm,winter
s47433,2023-03-22,5.8,--,--,109,5.8,0.0,0.0,109.0,2022
s47433,2023-03-23,8.6,0.0,--,103,8.6,0.0,0.0,103.0,2022
s47433,2023-03-24,2.5,0.0,--,94,2.5,0.0,0.0,94.0,2022
s47433,2023-03-25,0.7,--,--,91,0.7,0.0,0.0,91.0,2022
s47433,2023-03-26,2.1,5.5,--,87,2.1,5.5,0.0,87.0,2022
s47433,2023-03-27,2.8,0.0,--,83,2.8,0.0,0.0,83.0,2022
s47433,2023-03-28,2.0,--,--,79,2.0,0.0,0.0,79.0,2022
s47433,2023-03-29,2.4,0.0,1,74,2.4,0.0,1.0,74.0,2022
s47433,2023-03-30,7.0,--,--,68,7.0,0.0,0.0,68.0,2022
s47433,2023-03-31,5.6,4.0,--,58,5.6,4.0,0.0,58.0,2022
s47433,2023-04-01,3.6,0.0,--,52,3.6,0.0,0.0,52.0,2022
s47433,2023-04-02,4.3,0.0,--,48,4.3,0.0,0.0,48.0,2022
s47433,2023-04-03,3.7,--,--,42,3.7,0.0,0.0,42.0,2022
s47433,2023-04-04,5.1,--,--,34,5.1,0.0,0.0,34.0,2022
s47433,2023-04-05,7.6,--,--,28,7.6,0.0,0.0,28.0,2022
s47433,2023-04-06,8.3,1.0,--,23,8.3,1.0,0.0,23.0,2022
s47433,2023-04-07,7.0,10.0,--,13,7.0,10.0,0.0,13.0,2022
s47433,2023-04-08,4.7,9.0,--,7,4.7,9.0,0.0,7.0,2022
s47433,2023-04-09,3.0,4.5,--,--,3.0,4.5,0.0,0.0,2022
s47433,2023-04-10,7.7,--,--,--,7.7,0.0,0.0,0.0,2022
s47433,2023-04-11,11.2,0.0,--,--,11.2,0.0,0.0,0.0,2022
s47433,2023-04-12,8.2,9.5,--,--,8.2,9.5,0.0,0.0,2022
s47433,2023-04-13,7.3,0.5,--,--,7.3,0.5,0.0,0.0,2022
s47433,2023-04-14,6.8,--,--,--,6.8,0.0,0.0,0.0,2022
s47433,2023-04-15,5.7,0.0,--,--,5.7,0.0,0.0,0.0,2022
s47433,2023-04-16,5.0,14.5,--,--,5.0,14.5,0.0,0.0,2022
s47433,2023-04-17,1.9,5.5,--,--,1.9,5.5,0.0,0.0,2022
s47433,2023-04-18,5.3,--,--,--,5.3,0.0,0.0,0.0,2022
s47433,2023-04-19,6.3,0.5,--,--,6.3,0.5,0.0,0.0,2022
s47433,2023-04-20,9.2,0.5,--,--,9.2,0.5,0.0,0.0,2022
s47433,2023-04-21,7.6,--,--,--,7.6,0.0,0.0,0.0,2022
s47433,2023-04-22,5.4,--,--,--,5.4,0.0,0.0,0.0,2022
s47433,2023-04-23,5.7,0.0,--,--,5.7,0.0,0.0,0.0,2022
s47433,2023-04-24,5.6,0.0,--,--,5.6,0.0,0.0,0.0,2022
s47433,2023-04-25,6.7,--,--,--,6.7,0.0,0.0,0.0,2022
s47433,2023-04-26,8.1,7.0,--,--,8.1,7.0,0.0,0.0,2022
s47433,2023-04-27,8.0,--,--,--,8.0,0.0,0.0,0.0,2022
s47433,2023-04-28,10.1,1.0,--,--,10.1,1.0,0.0,0.0,2022
s47433,2023-04-29,13.1,2.5,--,--,13.1,2.5,0.0,0.0,2022
s47433,2023-04-30,11.9,14.5,--,--,11.9,14.5,0.0,0.0,2022
s47433,2023-11-01,11.6,35.0,--,--,11.6,35.0,0.0,0.0,2023
s47433,2023-11-02,9.8,0.5,--,--,9.8,0.5,0.0,0.0,2023
s47433,2023-11-03,13.7,2.0,--,--,13.7,2.0,0.0,0.0,2023
s47433,2023-11-04,5.4,--,--,--,5.4,0.0,0.0,0.0,2023
s47433,2023-11-05,4.5,--,--,--,4.5,0.0,0.0,0.0,2023
s47433,2023-11-06,13.6,12.5,--,--,13.6,12.5,0.0,0.0,2023
s47433,2023-11-07,10.3,35.0,--,--,10.3,35.0,0.0,0.0,2023
s47433,2023-11-08,6.4,8.5,--,--,6.4,8.5,0.0,0.0,2023
s47433,2023-11-09,8.8,--,--,--,8.8,0.0,0.0,0.0,2023
s47433,2023-11-10,9.2,11.5,--,--,9.2,11.5,0.0,0.0,2023
s47433,2023-11-11,-0.4,10.5,6,3,-0.4,10.5,6.0,3.0,2023
s47433,2023-11-12,-1.2,21.5,32,34,-1.2,21.5,32.0,34.0,2023
s47433,2023-11-13,-0.6,6.0,2,32,-0.6,6.0,2.0,32.0,2023
s47433,2023-11-14,0.6,8.0,5,34,0.6,8.0,5.0,34.0,2023
s47433,2023-11-15,0.7,--,--,27,0.7,0.0,0.0,27.0,2023
s47433,2023-11-16,1.7,--,--,20,1.7,0.0,0.0,20.0,2023
s47433,2023-11-17,9.8,61.5,--,15,9.8,61.5,0.0,15.0,2023
s47433,2023-11-18,7.5,0.0,--,--,7.5,0.0,0.0,0.0,2023
s47433,2023-11-19,5.7,7.5,--,--,5.7,7.5,0.0,0.0,2023
s47433,2023-11-20,2.3,9.0,1,1,2.3,9.0,1.0,1.0,2023
s47433,2023-11-21,7.4,0.0,--,--,7.4,0.0,0.0,0.0,2023
s47433,2023-11-22,8.1,--,--,--,8.1,0.0,0.0,0.0,2023
s47433,2023-11-23,11.4,1.5,--,--,11.4,1.5,0.0,0.0,2023
s47433,2023-11-24,0.9,11.0,8,8,0.9,11.0,8.0,8.0,2023
s47433,2023-11-25,-5.2,9.0,13,18,-5.2,9.0,13.0,18.0,2023
s47433,2023-11-26,-2.2,6.5,6,20,-2.2,6.5,6.0,20.0,2023
s47433,2023-11-27,0.8,0.0,--,19,0.8,0.0,0.0,19.0,2023
s47433,2023-11-28,3.7,15.0,3,9,3.7,15.0,3.0,9.0,2023
s47433,2023-11-29,-4.0,14.0,22,23,-4.0,14.0,22.0,23.0,2023
s47433,2023-11-30,-6.5,23.0,27,48,-6.5,23.0,27.0,48.0,2023
s47433,2023-12-01,-5.8,9.5,5,51,-5.8,9.5,5.0,51.0,2023
s47433,2023-12-02,-5.3,0.5,--,43,-5.3,0.5,0.0,43.0,2023
s47433,2023-12-03,-2.2,0.0,--,35,-2.2,0.0,0.0,35.0,2023
s47433,2023-12-04,-2.4,--,--,30,-2.4,0.0,0.0,30.0,2023
s47433,2023-12-05,2.2,2.0,--,26,2.2,2.0,0.0,26.0,2023
s47433,2023-12-06,0.0,0.0,--,19,0.0,0.0,0.0,19.0,2023
s47433,2023-12-07,5.6,5.5,1,16,5.6,5.5,1.0,16.0,2023
s47433,2023-12-08,-0.1,2.5,3,13,-0.1,2.5,3.0,13.0,2023
s47433,2023-12-09,5.9,10.5,--,11,5.9,10.5,0.0,11.0,2023
s47433,2023-12-10,-2.1,2.5,8,13,-2.1,2.5,8.0,13.0,2023
s47433,2023-12-11,-4.1,1.5,5,15,-4.1,1.5,5.0,15.0,2023
s47433,2023-12-12,-2.8,2.0,1,13,-2.8,2.0,1.0,13.0,2023
s47433,2023-12-13,-3.5,5.5,7,19,-3.5,5.5,7.0,19.0,2023
s47433,2023-12-14,-3.3,1.0,--,18,-3.3,1.0,0.0,18.0,2023
s47433,2023-12-15,-2.6,0.0,1,15,-2.6,0.0,1.0,15.0,2023
s47433,2023-12-16,-1.6,12.5,11,25,-1.6,12.5,11.0,25.0,2023
s47433,2023-12-17,-4.1,19.5,18,42,-4.1,19.5,18.0,42.0,2023
s47433,2023-12-18,-8.3,16.0,19,56,-8.3,16.0,19.0,56.0,2023
s47433,2023-12-19,-6.7,4.5,4,57,-6.7,4.5,4.0,57.0,2023
s47433,2023-12-20,-6.5,9.0,12,62,-6.5,9.0,12.0,62.0,2023
s47433,2023-12-21,-6.2,13.5,13,70,-6.2,13.5,13.0,70.0,2023
s47433,2023-12-22,-6.5,18.5,17,82,-6.5,18.5,17.0,82.0,2023
s47433,2023-12-23,-8.2,8.5,9,81,-8.2,8.5,9.0,81.0,2023
s47433,2023-12-24,-7.2,7.0,13,92,-7.2,7.0,13.0,92.0,2023
s47433,2023-12-25,-6.6,0.5,1,81,-6.6,0.5,1.0,81.0,2023
s47433,2023-12-26,-2.5,15.0,25,93,-2.5,15.0,25.0,93.0,2023
s47433,2023-12-27,-4.1,5.5,5,93,-4.1,5.5,5.0,93.0,2023
s47433,2023-12-28,-3.6,1.0,3,85,-3.6,1.0,3.0,85.0,2023
s47433,2023-12-29,-2.3,0.5,1,81,-2.3,0.5,1.0,81.0,2023
s47433,2023-12-30,-2.4,3.0,1,78,-2.4,3.0,1.0,78.0,2023
s47433,2023-12-31,-2.0,6.0,8,82,-2.0,6.0,8.0,82.0,2023
s47433,2024-01-01,-5.3,2.0,7,85,-5.3,2.0,7.0,85.0,2023
s47433,2024-01-02,-2.5,7.5,4,81,-2.5,7.5,4.0,81.0,2023
s47433,2024-01-03,-1.7,0.0,--,79,-1.7,0.0,0.0,79.0,2023
s47433,2024-01-04,-5.2,--,--,74,-5.2,0.0,0.0,74.0,2023
s47433,2024-01-05,-0.8,6.5,1,72,-0.8,6.5,1.0,72.0,2023
s47433,2024-01-06,-1.1,7.0,9,75,-1.1,7.0,9.0,75.0,2023
s47433,2024-01-07,-2.4,29.5,31,104,-2.4,29.5,31.0,104.0,2023
s47433,2024-01-08,-4.3,19.5,31,130,-4.3,19.5,31.0,130.0,2023
s47433,2024-01-09,-3.9,9.0,13,135,-3.9,9.0,13.0,135.0,2023
s47433,2024-01-10,-7.7,10.5,18,143,-7.7,10.5,18.0,143.0,2023
s47433,2024-01-11,-5.1,1.5,2,145,-5.1,1.5,2.0,145.0,2023
s47433,2024-01-12,-1.8,8.5,9,133,-1.8,8.5,9.0,133.0,2023
s47433,2024-01-13,-5.7,1.5,2,127,-5.7,1.5,2.0,127.0,2023
s47433,2024-01-14,-3.7,10.5,14,133,-3.7,10.5,14.0,133.0,2023
s47433,2024-01-15,-7.6,16.5,24,151,-7.6,16.5,24.0,151.0,2023
s47433,2024-01-16,-6.4,1.5,2,145,-6.4,1.5,2.0,145.0,2023
s47433,2024-01-17,-0.2,0.0,--,136,-0.2,0.0,0.0,136.0,2023
s47433,2024-01-18,-4.0,1.5,--,128,-4.0,1.5,0.0,128.0,2023
s47433,2024-01-19,-4.8,1.5,9,128,-4.8,1.5,9.0,128.0,2023
s47433,2024-01-20,-7.9,1.5,3,129,-7.9,1.5,3.0,129.0,2023
s47433,2024-01-21,-7.3,3.0,6,126,-7.3,3.0,6.0,126.0,2023
s47433,2024-01-22,-0.5,6.0,1,127,-0.5,6.0,1.0,127.0,2023
s47433,2024-01-23,-0.2,5.5,2,123,-0.2,5.5,2.0,123.0,2023
s47433,2024-01-24,-3.2,2.5,11,129,-3.2,2.5,11.0,129.0,2023
s47433,2024-01-25,-2.8,7.5,16,140,-2.8,7.5,16.0,140.0,2023
s47433,2024-01-26,-1.1,6.5,6,146,-1.1,6.5,6.0,146.0,2023
s47433,2024-01-27,-0.4,9.0,13,150,-0.4,9.0,13.0,150.0,2023
s47433,2024-01-28,-0.9,3.5,3,152,-0.9,3.5,3.0,152.0,2023
s47433,2024-01-29,-3.1,1.0,--,143,-3.1,1.0,0.0,143.0,2023
s47433,2024-01-30,-1.7,0.0,--,139,-1.7,0.0,0.0,139.0,2023
s47433,2024-01-31,-3.7,2.0,4,137,-3.7,2.0,4.0,137.0,2023
s47433,2024-02-01,-7.4,12.0,21,153,-7.4,12.0,21.0,153.0,2023
s47433,2024-02-02,-7.4,7.5,9,157,-7.4,7.5,9.0,157.0,2023
s47433,2024-02-03,-7.4,1.0,--,154,-7.4,1.0,0.0,154.0,2023
s47433,2024-02-04,-4.6,4.5,10,155,-4.6,4.5,10.0,155.0,2023
s47433,2024-02-05,-7.5,0.5,--,153,-7.5,0.5,0.0,153.0,2023
s47433,2024-02-06,-5.6,0.5,2,147,-5.6,0.5,2.0,147.0,2023
s47433,2024-02-07,-4.4,1.5,6,146,-4.4,1.5,6.0,146.0,2023
s47433,2024-02-08,-3.5,1.0,3,141,-3.5,1.0,3.0,141.0,2023
s47433,2024-02-09,-5.0,2.0,5,144,-5.0,2.0,5.0,144.0,2023
s47433,2024-02-10,-4.5,0.5,5,143,-4.5,0.5,5.0,143.0,2023
s47433,2024-02-11,-4.4,5.0,10,143,-4.4,5.0,10.0,143.0,2023
s47433,2024-02-12,-2.7,4.5,7,149,-2.7,4.5,7.0,149.0,2023
s47433,2024-02-13,2.3,--,--,140,2.3,0.0,0.0,140.0,2023
s47433,2024-02-14,4.5,--,--,132,4.5,0.0,0.0,132.0,2023
s47433,2024-02-15,-0.7,0.5,4,124,-0.7,0.5,4.0,124.0,2023
s47433,2024-02-16,-4.6,3.0,8,130,-4.6,3.0,8.0,130.0,2023
s47433,2024-02-17,-3.8,0.0,--,128,-3.8,0.0,0.0,128.0,2023
s47433,2024-02-18,2.1,--,--,123,2.1,0.0,0.0,123.0,2023
s47433,2024-02-19,7.3,4.5,--,118,7.3,4.5,0.0,118.0,2023
s47433,2024-02-20,-2.7,4.5,3,108,-2.7,4.5,3.0,108.0,2023
s47433,2024-02-21,-6.5,1.0,6,110,-6.5,1.0,6.0,110.0,2023
s47433,2024-02-22,-6.3,5.0,14,118,-6.3,5.0,14.0,118.0,2023
s47433,2024-02-23,-8.1,4.0,9,124,-8.1,4.0,9.0,124.0,2023
s47433,2024-02-24,-9.5,2.5,9,123,-9.5,2.5,9.0,123.0,2023
s47433,2024-02-25,-8.3,0.5,--,121,-8.3,0.5,0.0,121.0,2023
s47433,2024-02-26,-2.9,1.5,2,116,-2.9,1.5,2.0,116.0,2023
s47433,2024-02-27,-2.0,1.0,--,115,-2.0,1.0,0.0,115.0,2023
s47433,2024-02-28,-4.5,0.5,1,113,-4.5,0.5,1.0,113.0,2023
s47433,2024-02-29,-3.6,0.0,--,113,-3.6,0.0,0.0,113.0,2023
s47433,2024-03-01,-2.5,4.0,7,115,-2.5,4.0,7.0,115.0,2023
s47433,2024-03-02,-7.1,8.0,10,121,-7.1,8.0,10.0,121.0,2023
s47433,2024-03-03,-4.7,6.0,14,130,-4.7,6.0,14.0,130.0,2023
s47433,2024-03-04,-5.4,10.0,12,139,-5.4,10.0,12.0,139.0,2023
s47433,2024-03-05,-4.1,2.0,1,139,-4.1,2.0,1.0,139.0,2023
s47433,2024-03-06,-5.4,0.5,--,130,-5.4,0.5,0.0,130.0,2023
s47433,2024-03-07,-6.6,1.0,2,126,-6.6,1.0,2.0,126.0,2023
s47433,2024-03-08,-7.0,--,--,123,-7.0,0.0,0.0,123.0,2023
s47433,2024-03-09,-6.7,3.0,8,127,-6.7,3.0,8.0,127.0,2023
s47433,2024-03-10,-5.3,1.5,2,128,-5.3,1.5,2.0,128.0,2023
s47433,2024-03-11,0.3,0.5,--,125,0.3,0.5,0.0,125.0,2023
s47433,2024-03-12,0.7,0.5,--,118,0.7,0.5,0.0,118.0,2023
s47433,2024-03-13,-1.7,1.0,3,115,-1.7,1.0,3.0,115.0,2023
s47433,2024-03-14,-1.6,0.5,2,114,-1.6,0.5,2.0,114.0,2023
s47433,2024-03-15,0.0,4.0,7,115,0.0,4.0,7.0,115.0,2023
s47433,2024-03-16,0.1,0.5,--,115,0.1,0.5,0.0,115.0,2023
s47433,2024-03-17,1.1,4.0,1,108,1.1,4.0,1.0,108.0,2023
s47433,2024-03-18,-0.1,8.5,9,113,-0.1,8.5,9.0,113.0,2023
s47433,2024-03-19,-2.6,2.0,3,115,-2.6,2.0,3.0,115.0,2023
s47433,2024-03-20,-2.7,1.5,4,112,-2.7,1.5,4.0,112.0,2023
s47433,2024-03-21,-1.3,0.0,--,110,-1.3,0.0,0.0,110.0,2023
s47433,2024-03-22,0.0,0.5,--,108,0.0,0.5,0.0,108.0,2023
s47433,2024-03-23,-0.6,--,--,105,-0.6,0.0,0.0,105.0,2023
s47433,2024-03-24,1.3,--,--,101,1.3,0.0,0.0,101.0,2023
s47433,2024-03-25,1.1,--,--,95,1.1,0.0,0.0,95.0,2023
s47433,2024-03-26,-0.6,--,--,91,-0.6,0.0,0.0,91.0,2023
s47433,2024-03-27,0.4,--,--,87,0.4,0.0,0.0,87.0,2023
s47433,2024-03-28,1.2,--,--,82,1.2,0.0,0.0,82.0,2023
s47433,2024-03-29,6.5,6.5,--,76,6.5,6.5,0.0,76.0,2023
s47433,2024-03-30,4.5,7.0,--,70,4.5,7.0,0.0,70.0,2023
s47433,2024-03-31,2.6,3.0,5,66,2.6,3.0,5.0,66.0,2023
s47433,2024-04-01,2.6,2.0,1,65,2.6,2.0,1.0,65.0,2023
s47433,2024-04-02,2.0,0.5,1,58,2.0,0.5,1.0,58.0,2023
s47433,2024-04-03,2.6,--,--,52,2.6,0.0,0.0,52.0,2023
s47433,2024-04-04,3.5,--,--,46,3.5,0.0,0.0,46.0,2023
s47433,2024-04-05,4.0,--,--,40,4.0,0.0,0.0,40.0,2023
s47433,2024-04-06,6.3,--,--,32,6.3,0.0,0.0,32.0,2023
s47433,2024-04-07,9.0,--,--,26,9.0,0.0,0.0,26.0,2023
s47433,2024-04-08,9.5,--,--,16,9.5,0.0,0.0,16.0,2023
s47433,2024-04-09,2.4,--,--,4,2.4,0.0,0.0,4.0,2023
s47433,2024-04-10,4.1,--,--,3,4.1,0.0,0.0,3.0,2023
s47433,2024-04-11,7.2,--,--,--,7.2,0.0,0.0,0.0,2023
s47433,2024-04-12,8.5,0.0,--,--,8.5,0.0,0.0,0.0,2023
s47433,2024-04-13,9.6,--,--,--,9.6,0.0,0.0,0.0,2023
s47433,2024-04-14,10.4,--,--,--,10.4,0.0,0.0,0.0,2023
s47433,2024-04-15,11.7,--,--,--,11.7,0.0,0.0,0.0,2023
s47433,2024-04-16,13.8,0.0,--,--,13.8,0.0,0.0,0.0,2023
s47433,2024-04-17,11.5,0.0,--,--,11.5,0.0,0.0,0.0,2023
s47433,2024-04-18,8.7,2.0,--,--,8.7,2.0,0.0,0.0,2023
s47433,2024-04-19,6.4,0.5,--,--,6.4,0.5,0.0,0.0,2023
s47433,2024-04-20,5.3,1.0,--,--,5.3,1.0,0.0,0.0,2023
s47433,2024-04-21,6.4,--,--,--,6.4,0.0,0.0,0.0,2023
s47433,2024-04-22,6.2,--,--,--,6.2,0.0,0.0,0.0,2023
s47433,2024-04-23,8.1,--,--,--,8.1,0.0,0.0,0.0,2023
s47433,2024-04-24,9.1,2.5,--,--,9.1,2.5,0.0,0.0,2023
s47433,2024-04-25,10.8,12.5,--,--,10.8,12.5,0.0,0.0,2023
s47433,2024-04-26,13.3,--,--,--,13.3,0.0,0.0,0.0,2023
s47433,2024-04-27,15.2,--,--,--,15.2,0.0,0.0,0.0,2023
s47433,2024-04-28,10.8,--,--,--,10.8,0.0,0.0,0.0,2023
s47433,2024-04-29,10.0,--,--,--,10.0,0.0,0.0,0.0,2023
s47433,2024-04-30,9.2,1.0,--,--,9.2,1.0,0.0,0.0,2023
s47520,2021-11-01,10.7,0.5,--,--,10.7,0.5,0.0,0.0,2021
s47520,2021-11-02,13.2,1.0,--,--,13.2,1.0,0.0,0.0,2021
s47520,2021-11-03,11.4,4.5,--,--,11.4,4.5,0.0,0.0,2021
s47520,2021-11-04,11.3,0.5,--,--,11.3,0.5,0.0,0.0,2021
s47520,2021-11-05,9.6,1.0,--,--,9.6,1.0,0.0,0.0,2021
s47520,2021-11-06,8.7,0.0,--,--,8.7,0.0,0.0,0.0,2021
s47520,2021-11-07,8.4,--,--,--,8.4,0.0,0.0,0.0,2021
s47520,2021-11-08,11.8,0.0,--,--,11.8,0.0,0.0,0.0,2021
s47520,2021-11-09,15.9,34.0,--,--,15.9,34.0,0.0,0.0,2021
s47520,2021-11-10,10.9,13.5,--,--,10.9,13.5,0.0,0.0,2021
s47520,2021-11-11,9.2,34.0,--,--,9.2,34.0,0.0,0.0,2021
s47520,2021-11-12,7.9,19.0,--,--,7.9,19.0,0.0,0.0,2021
s47520,2021-11-13,8.3,9.0,--,--,8.3,9.0,0.0,0.0,2021
s47520,2021-11-14,9.3,3.0,--,--,9.3,3.0,0.0,0.0,2021
s47520,2021-11-15,9.6,18.0,--,--,9.6,18.0,0.0,0.0,2021
s47520,2021-11-16,8.8,0.5,--,--,8.8,0.5,0.0,0.0,2021
s47520,2021-11-17,6.7,1.5,--,--,6.7,1.5,0.0,0.0,2021
s47520,2021-11-18,4.7,1.0,--,--,4.7,1.0,0.0,0.0,2021
s47520,2021-11-19,10.4,1.5,--,--,10.4,1.5,0.0,0.0,2021
s47520,2021-11-20,7.4,--,--,--,7.4,0.0,0.0,0.0,2021
s47520,2021-11-21,3.9,--,--,--,3.9,0.0,0.0,0.0,2021
s47520,2021-11-22,8.5,3.0,--,--,8.5,3.0,0.0,0.0,2021
s47520,2021-11-23,6.6,26.0,--,--,6.6,26.0,0.0,0.0,2021
s47520,2021-11-24,3.1,51.0,--,--,3.1,51.0,0.0,0.0,2021
s47520,2021-11-25,3.8,62.5,--,--,3.8,62.5,0.0,0.0,2021
s47520,2021-11-26,3.8,26.5,--,--,3.8,26.5,0.0,0.0,2021
s47520,2021-11-27,2.5,16.5,--,--,2.5,16.5,0.0,0.0,2021
s47520,2021-11-28,2.8,5.0,--,--,2.8,5.0,0.0,0.0,2021
s47520,2021-11-29,2.2,0.0,--,--,2.2,0.0,0.0,0.0,2021
s47520,2021-11-30,3.9,--,--,--,3.9,0.0,0.0,0.0,2021
s47520,2021-12-01,7.2,38.0,--,--,7.2,38.0,0.0,0.0,2021
s47520,2021-12-02,2.9,6.0,3,2,2.9,6.0,3.0,2.0,2021
s47520,2021-12-03,2.2,2.5,--,--,2.2,2.5,0.0,0.0,2021
s47520,2021-12-04,3.0,13.0,3,3,3.0,13.0,3.0,3.0,2021
s47520,2021-12-05,1.2,1.5,2,5,1.2,1.5,2.0,5.0,2021
s47520,2021-12-06,1.0,0.5,--,1,1.0,0.5,0.0,1.0,2021
s47520,2021-12-07,3.3,4.5,--,--,3.3,4.5,0.0,0.0,2021
s47520,2021-12-08,5.8,4.5,--,--,5.8,4.5,0.0,0.0,2021
s47520,2021-12-09,3.9,--,--,--,3.9,0.0,0.0,0.0,2021
s47520,2021-12-10,3.1,--,--,--,3.1,0.0,0.0,0.0,2021
s47520,2021-12-11,4.1,2.0,--,--,4.1,2.0,0.0,0.0,2021
s47520,2021-12-12,4.4,27.0,--,--,4.4,27.0,0.0,0.0,2021
s47520,2021-12-13,1.4,12.0,6,6,1.4,12.0,6.0,6.0,2021
s47520,2021-12-14,3.4,0.0,--,4,3.4,0.0,0.0,4.0,2021
s47520,2021-12-15,2.9,12.0,--,--,2.9,12.0,0.0,0.0,2021
s47520,2021-12-16,3.3,8.5,--,--,3.3,8.5,0.0,0.0,2021
s47520,2021-12-17,4.2,15.0,2,2,4.2,15.0,2.0,2.0,2021
s47520,2021-12-18,-2.5,18.0,19,20,-2.5,18.0,19.0,20.0,2021
s47520,2021-12-19,-1.6,8.0,10,26,-1.6,8.0,10.0,26.0,2021
s47520,2021-12-20,0.9,9.5,9,35,0.9,9.5,9.0,35.0,2021
s47520,2021-12-21,3.9,34.5,--,18,3.9,34.5,0.0,18.0,2021
s47520,2021-12-22,1.2,5.0,11,15,1.2,5.0,11.0,15.0,2021
s47520,2021-12-23,0.4,7.5,9,21,0.4,7.5,9.0,21.0,2021
s47520,2021-12-24,0.4,2.0,--,16,0.4,2.0,0.0,16.0,2021
s47520,2021-12-25,-1.3,12.5,23,30,-1.3,12.5,23.0,30.0,2021
s47520,2021-12-26,-4.0,15.5,17,41,-4.0,15.5,17.0,41.0,2021
s47520,2021-12-27,-3.3,16.0,17,54,-3.3,16.0,17.0,54.0,2021
s47520,2021-12-28,-2.5,15.0,16,66,-2.5,15.0,16.0,66.0,2021
s47520,2021-12-29,-0.6,15.0,--,64,-0.6,15.0,0.0,64.0,2021
s47520,2021-12-30,0.5,17.5,3,43,0.5,17.5,3.0,43.0,2021
s47520,2021-12-31,-4.2,23.0,32,70,-4.2,23.0,32.0,70.0,2021
s47520,2022-01-01,-3.4,11.0,12,78,-3.4,11.0,12.0,78.0,2021
s47520,2022-01-02,0.3,9.5,3,74,0.3,9.5,3.0,74.0,2021
s47520,2022-01-03,-1.2,13.0,29,90,-1.2,13.0,29.0,90.0,2021
s47520,2022-01-04,-2.4,11.5,9,99,-2.4,11.5,9.0,99.0,2021
s47520,2022-01-05,-3.1,4.0,8,95,-3.1,4.0,8.0,95.0,2021
s47520,2022-01-06,-4.6,0.5,2,86,-4.6,0.5,2.0,86.0,2021
s47520,2022-01-07,-1.9,15.5,22,95,-1.9,15.5,22.0,95.0,2021
s47520,2022-01-08,0.4,6.5,8,101,0.4,6.5,8.0,101.0,2021
s47520,2022-01-09,0.9,21.0,12,99,0.9,21.0,12.0,99.0,2021
s47520,2022-01-10,0.0,0.0,--,87,0.0,0.0,0.0,87.0,2021
s47520,2022-01-11,-1.7,17.5,1,81,-1.7,17.5,1.0,81.0,2021
s47520,2022-01-12,-0.5,15.5,9,82,-0.5,15.5,9.0,82.0,2021
s47520,2022-01-13,-0.2,5.0,7,87,-0.2,5.0,7.0,87.0,2021
s47520,2022-01-14,-1.7,23.0,33,117,-1.7,23.0,33.0,117.0,2021
s47520,2022-01-15,1.6,3.5,2,119,1.6,3.5,2.0,119.0,2021
s47520,2022-01-16,-0.4,14.0,1,107,-0.4,14.0,1.0,107.0,2021
s47520,2022-01-17,-0.1,5.0,6,99,-0.1,5.0,6.0,99.0,2021
s47520,2022-01-18,-2.8,14.5,16,110,-2.8,14.5,16.0,110.0,2021
s47520,2022-01-19,-2.2,5.5,9,112,-2.2,5.5,9.0,112.0,2021
s47520,2022-01-20,-1.4,5.0,5,112,-1.4,5.0,5.0,112.0,2021
s47520,2022-01-21,-3.2,6.5,11,119,-3.2,6.5,11.0,119.0,2021
s47520,2022-01-22,-0.5,1.5,4,115,-0.5,1.5,4.0,115.0,2021
s47520,2022-01-23,-0.6,0.5,1,109,-0.6,0.5,1.0,109.0,2021
s47520,2022-01-24,0.6,4.0,4,109,0.6,4.0,4.0,109.0,2021
s47520,2022-01-25,-0.3,--,--,103,-0.3,0.0,0.0,103.0,2021
s47520,2022-01-26,-0.4,6.5,7,105,-0.4,6.5,7.0,105.0,2021
s47520,2022-01-27,0.1,9.5,17,118,0.1,9.5,17.0,118.0,2021
s47520,2022-01-28,-0.9,17.5,21,132,-0.9,17.5,21.0,132.0,2021
s47520,2022-01-29,-1.2,13.0,19,145,-1.2,13.0,19.0,145.0,2021
s47520,2022-01-30,-1.8,5.5,9,148,-1.8,5.5,9.0,148.0,2021
s47520,2022-01-31,-2.2,8.5,14,148,-2.2,8.5,14.0,148.0,2021
s47520,2022-02-01,-1.3,5.5,9,153,-1.3,5.5,9.0,153.0,2021
s47520,2022-02-02,-0.7,13.0,15,150,-0.7,13.0,15.0,150.0,2021
s47520,2022-02-03,-1.3,14.0,21,165,-1.3,14.0,21.0,165.0,2021
s47520,2022-02-04,-2.1,3.5,3,166,-2.1,3.5,3.0,166.0,2021
s47520,2022-02-05,-3.1,13.5,16,168,-3.1,13.5,16.0,168.0,2021
s47520,2022-02-06,-3.0,11.0,11,176,-3.0,11.0,11.0,176.0,2021
s47520,2022-02-07,-1.6,6.0,10,175,-1.6,6.0,10.0,175.0,2021
s47520,2022-02-08,-0.8,5.0,6,174,-0.8,5.0,6.0,174.0,2021
s47520,2022-02-09,-1.1,0.0,--,170,-1.1,0.0,0.0,170.0,2021
s47520,2022-02-10,-3.4,1.0,--,157,-3.4,1.0,0.0,157.0,2021
s47520,2022-02-11,-0.5,0.0,--,155,-0.5,0.0,0.0,155.0,2021
s47520,2022-02-12,-0.6,1.5,--,147,-0.6,1.5,0.0,147.0,2021
